"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"DUPIXENT";"EYE INFLAMMATION";28;3,498087;8,72;3,51;6,82;10,37
"HUMIRA";"COLITIS ULCERATIVE";133;29,29642;5,21;3,51;4,07;4,71
"LYRICA";"PAIN IN EXTREMITY";229;54,9898;4,26;3,51;3,92;4,36
"MEPOLIZUMAB";"HOSPITALISATION";38;5,535296;6,92;3,51;5,69;8,47
"CAPECITABINE TAB 500MG";"DIARRHOEA";98;20,20303;4,87;3,5;4,18;5,03
"CARBOPLATIN";"NEUTROPENIA";35;4,909858;7,2;3,5;5,94;8,91
"JAKAFI";"ANAEMIA";88;17,6258;5,07;3,5;4,23;5,2
"VOTRIENT";"DECREASED APPETITE";39;5,759905;6,81;3,5;5,58;8,3
"ACTEMRA";"THERAPEUTIC RESPONSE DECREASED";37;5,33530512005596;7,09;3,49;5,74;8,58
"HUMALOG";"CATARACT";28;3,505226;8,12;3,49;6,78;10,34
"RYTARY";"ADVERSE EVENT";34;4,713879;7,33;3,49;6,01;9,06
"BYDUREON BCISE";"INCORRECT DOSE ADMINISTERED";62;11,14436;5,61;3,48;4,51;6,15
"CHLORHEXIDINE UNSPECIFIED";"PERIPHERAL SWELLING";8;0,2762167;29,01;3,48;21,88;43,33
"DEFINITY";"FLUSHING";13;0,9026236;14,49;3,48;12,12;20,79
"DUODOPA";"CHOKING";15;1,202171;12,84;3,48;10,64;17,67
"JEUVEAU";"DRUG INEFFECTIVE";170;39,44035;4,32;3,48;3,96;4,5
"KISQALI";"ASPARTATE AMINOTRANSFERASE INCREASED";15;1,202545;12,65;3,48;10,63;17,67
"SANDOSTATIN LAR DEPOT";"FREQUENT BOWEL MOVEMENTS";14;1,049356;13,61;3,48;11,32;19,07
"TYVASO";"OFF LABEL USE";97;20,06306;4,85;3,48;4,16;5
"UPTRAVI";"HYPOXIA";17;1,521677;11,38;3,48;9,58;15,55
"SOFOSBUVIRVELPATASVIR";"FATIGUE";47;7,57682;6,22;3,47;5;7,32
"DUPIXENT";"UNEVALUABLE EVENT";93;19,12365;5,09;3,46;4,15;5,03
"HUMIRA";"INTERVERTEBRAL DISC PROTRUSION";86;17,34013;5,79;3,46;4,19;5,14
"ISOTRETINOIN";"DEPRESSED MOOD";10;0,5008136;20,1;3,46;16,11;29,64
"LYRICA";"BLINDNESS";44;6,917541;6,62;3,46;5,13;7,59
"MEKINIST";"DEATH";62;11,18922;5,56;3,46;4,48;6,11
"METHOTREXATE TRADE NAME UNKNOWN";"NASOPHARYNGITIS";76;14,73478;5,2;3,46;4,27;5,43
"NICORETTE";"DRUG INEFFECTIVE";79;15,50098;5,1;3,46;4,25;5,33
"OCREVUS";"NASOPHARYNGITIS";107;22,86317;4,73;3,46;4,08;4,83
"OPSUMIT";"BRONCHITIS";81;16,03529;5,17;3,46;4,23;5,26
"OPSUMIT";"SWELLING";69;12,93397;5,46;3,46;4,36;5,73
"PREGABALIN";"SEDATION COMPLICATION";6;0,103231;63,32;3,46;36,59;81,43
"FLUDARABINE";"NEUTROPENIA";13;0,9042615;14,43;3,45;12,08;20,74
"HUMIRA";"ARTERIAL OCCLUSIVE DISEASE";38;5,593589;8,6;3,45;5,54;8,34
"KEYTRUDA";"HYPERTHYROIDISM";13;0,9038358;14,89;3,45;12,09;20,76
"LENVIMA";"ASTHENIA";63;11,48246;5,52;3,45;4,43;6
"METHOTREXATE";"JOINT SWELLING";69;12,98077;5,4;3,45;4,34;5,69
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SKIN HAEMORRHAGE";98;20,56378;6,12;3,45;4,1;4,91
"SANDOSTATIN LAR DEPOT";"HEADACHE";117;25,55875;4,6;3,45;4,04;4,73
"TRULICITY";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";145;33,0512;4,45;3,45;3,97;4,56
"XOLAIR";"STRESS";76;14,80718;5,29;3,45;4,25;5,38
"BOTOX";"PRODUCT DISPENSING ERROR";31;4,13208;7,7;3,44;6,24;9,54
"ENZALUTAMIDE";"DIZZINESS";60;10,75508;5,6;3,44;4,48;6,17
"EPIDIOLEX";"SOMNOLENCE";49;8,098895;6,11;3,44;4,83;7,03
"HUMIRA";"POST PROCEDURAL SWELLING";16;1,363437;19,2;3,44;10,01;16,47
"TYMLOS";"PRODUCT ADMINISTERED AT INAPPROPRIATE SITE";12;0,7629055;16,22;3,44;13,09;22,92
"VELETRI";"PNEUMONIA";56;9,771767;5,76;3,44;4,59;6,45
"XELJANZ XR";"CONDITION AGGRAVATED";329;83,71275;4,04;3,44;3,77;4,13
"HUMIRA";"CORONARY ARTERY OCCLUSION";46;7,411505;7,65;3,43;4,96;7,32
"TALTZ";"THERAPY CESSATION";47;7,639508;6,22;3,43;4,91;7,22
"XYREM";"ANXIETY";102;21,73739;4,75;3,43;4,06;4,83
"ZOLGENSMA";"PLATELET COUNT DECREASED";13;0,9052782;14,43;3,43;12,06;20,72
"EXELON PATCH";"PRODUCT ADHESION ISSUE";5;0,04224823;119,38;3,42;55,7;135,35
"FLOLAN";"HOSPITALISATION";11;0,628614;17,54;3,42;14,36;25,74
"GONALF";"OVARIAN HYPERSTIMULATION SYNDROME";4;0,0014859;2895,06;3,42;106,36;292,52
"XELJANZ";"HAEMATOCHEZIA";56;9,82668;5,89;3,42;4,54;6,39
"XOLAIR";"THROAT TIGHTNESS";30;3,945647;7,99;3,42;6,31;9,71
"ENBREL";"ARTHROPATHY";81;16,30707;5,18;3,41;4,15;5,12
"GLATOPA";"INJECTION SITE SWELLING";10;0,5019301;20,08;3,41;16,04;29,57
"HUMIRA";"ABDOMINAL ADHESIONS";23;2,587035;12,45;3,41;7,53;11,83
"ORENITRAM";"DYSPNOEA";55;9,608396;5,74;3,41;4,55;6,43
"PRADAXA";"SUBDURAL HAEMATOMA";10;0,5019801;20,52;3,41;16,04;29,57
"SIMPONI";"PRODUCT USE ISSUE";81;16,30033;5,04;3,41;4,15;5,13
"TRACLEER";"COUGH";46;7,449066;6,2;3,41;4,9;7,25
"XOLAIR";"FEELING HOT";53;9,130727;6,02;3,41;4,6;6,58
"DUODOPA";"DEVICE ISSUE";62;11,40092;5,5;3,4;4,36;5,88
"IMBRUVICA";"DEATH";372;96,97324;3,9;3,4;3,7;4,03
"REPATHA";"INJECTION SITE HAEMORRHAGE";74;14,49777;5,23;3,4;4,2;5,31
"TRIKAFTA";"COUGH";149;34,72497;4,35;3,4;3,9;4,47
"ABATACEPT";"CATARACT";31;4,16519126620859;7,57;3,39;6,12;9,44
"AMLODIPINE";"WHEEZING";33;4,589772;7,31;3,39;5,85;9,01
"OPSUMIT";"NASOPHARYNGITIS";175;41,96319;4,24;3,39;3,85;4,36
"OPSUMIT";"THERAPY NONRESPONDER";42;6,56782;6,59;3,39;5,07;7,64
"SOTALOL HYDROCHLORIDE";"DRUG INTERACTION";6;0,1033613;58,14;3,39;36,52;81,34
"AMBRISENTAN";"OEDEMA";26;3,168617;8,38;3,38;6,85;10,71
"DUPIXENT";"INJECTION SITE REACTION";75;14,86108;5,3;3,38;4,16;5,22
"METHOTREXATE SODIUM";"CONTRAINDICATED PRODUCT ADMINISTERED";43;6,814569;6,45;3,38;4,98;7,48
"OPSUMIT";"MYALGIA";94;19,93783;4,81;3,38;4,04;4,83
"REPOSITORY CORTICOTROPIN INJECTION";"ASTHENIA";14;1,056888;13,27;3,38;11,16;18,93
"SIMPONI";"SURGERY";33;4,595146;7,35;3,38;5,83;9
"MORPHINE SULFATE";"DEATH";82;16,78383;4,9;3,37;4,09;5,01
"OXALIPLATIN";"OXYGEN SATURATION DECREASED";19;1,876401;10,25;3,37;8,59;13,86
"AZTREONAM LYSINE";"PULMONARY HAEMORRHAGE";7;0,1826615;39,82;3,36;27,11;56,61
"OPSUMIT";"PAIN IN EXTREMITY";173;41,89779;4,2;3,36;3,81;4,32
"PROLIA";"FOOT FRACTURE";18;1,705405;10,92;3,36;8,96;14,56
"VERZENIO";"MALIGNANT NEOPLASM PROGRESSION";27;3,373689;8,06;3,36;6,63;10,37
"XELJANZ XR";"NASOPHARYNGITIS";286;73,57357;4;3,36;3,71;4,08
"IMBRUVICA";"CARDIAC DISORDER";57;10,30789;5,68;3,35;4,36;6,03
"METOPROLOL SUCCINATE";"OFF LABEL USE";72;14,24288;5,07;3,35;4,13;5,21
"NIRAPARIB";"PANCYTOPENIA";14;1,059447;13,36;3,35;11,11;18,88
"RITUXAN";"ARTHRALGIA";131;30,29735;4,37;3,35;3,88;4,48
"RITUXAN";"MUSCULOSKELETAL STIFFNESS";47;7,81302;6,11;3,35;4,69;6,94
"SANDOSTATIN";"MALAISE";32;4,406268;7,28;3,35;5,87;9,13
"VIVITROL";"ALCOHOL USE";5;0,04229602;141,66;3,35;55,63;135,25
"XOLAIR";"MALAISE";405;107,7939;3,84;3,35;3,64;3,95
"ADVAIR DISKUS";"PRODUCT DOSE OMISSION";63;11,8852120340541;5,32;3,34;4,23;5,6
"CABOZANTINIB";"DIARRHOEA";29;3,792626;7,66;3,34;6,24;9,78
"CIPROFLOXACIN";"VULVOVAGINAL PAIN";7;0,1827223;40,8;3,34;27,1;56,6
"REVLIMID";"ADVERSE DRUG REACTION";133;30,96335;4,52;3,34;3,86;4,45
"XOLAIR";"RESPIRATORY TRACT INFECTION";45;7,355919;6,36;3,34;4,76;7,12
"ACTEMRA";"WEIGHT INCREASED";87;18,3787503231399;4,8;3,33;4;4,83
"BEVESPI AEROSPHERE";"DYSPNOEA";16;1,376999;11,63;3,33;9,81;16,29
"METFORMIN";"COMPLETED SUICIDE";64;12,19837;5,33;3,33;4,2;5,5
"SANDOSTATIN LAR DEPOT";"NAUSEA";123;28,25778;4,38;3,33;3,88;4,5
"CABOMETYX";"TOOTH DISORDER";23;2,618313;9,13;3,32;7,32;11,67
"GILENYA";"ASPARTATE AMINOTRANSFERASE INCREASED";47;7,879199;6,21;3,32;4,61;6,83
"MYCOPHENOLIC ACID";"PRODUCT USE IN UNAPPROVED INDICATION";33;4,649838;7,12;3,32;5,65;8,85
"RAMIPRIL";"HYPOKALAEMIA";15;1,216939;12,49;3,32;10,38;17,44
"RITUXAN";"CREACTIVE PROTEIN INCREASED";28;3,597026;7,94;3,32;6,36;10,01
"STELARA";"POST PROCEDURAL INFECTION";23;2,618413;9,5;3,32;7,32;11,67
"TYSABRI";"BREAST CANCER";29;3,803748;7,85;3,32;6,19;9,74
"XELJANZ XR";"HERPES ZOSTER";85;17,89886;4,93;3,32;4;4,84
"EVEROLIMUS";"RENAL IMPAIRMENT";14;1,062653;13,26;3,31;11,04;18,81
"METHOTREXATE TRADE NAME UNKNOWN";"BLOOD PRESSURE INCREASED";48;8,145375;5,95;3,31;4,55;6,7
"NEURONTIN";"PRODUCT USE IN UNAPPROVED INDICATION";21;2,249312;9,36;3,31;7,82;12,57
"TRILUMA";"DRUG EFFECTIVE FOR UNAPPROVED INDICATION";5;0,04232861;119,49;3,31;55,58;135,18
"ABATACEPT";"LIMB DISCOMFORT";24;2,81620673999135;8,7;3,3;7,05;11,23
"CIPROFLOXACIN";"DISTURBANCE IN ATTENTION";18;1,716284;10,65;3,3;8,83;14,45
"ENBREL";"INJECTION SITE PRURITUS";58;10,70882;5,67;3,3;4,26;5,78
"IRINOTECAN";"DIARRHOEA";23;2,625664;8,77;3,3;7,27;11,62
"PACLITAXEL";"ASCITES";11;0,6330456;17,67;3,3;14,17;25,56
"TYMLOS";"NAUSEA";150;36,19925;4,17;3,3;3,78;4,32
"ABATACEPT";"WOUND";18;1,71982090991838;10,74;3,29;8,79;14,42
"EUTHYROX";"HYPERTENSION";19;1,893708;10,07;3,29;8,42;13,71
"EYLEA";"PRODUCT DOSE OMISSION";109;24,79605;4,42;3,29;3,86;4,52
"HUMIRA";"IMMUNODEFICIENCY";92;19,99708;5,29;3,29;3,93;4,69
"ORENCIA";"HEPATIC ENZYME INCREASED";47;7,943631;6,06;3,29;4,54;6,73
"PONATINIB";"PRODUCT DOSE OMISSION";47;7,963695;5,92;3,29;4,52;6,7
"REPATHA";"INJECTION SITE SWELLING";43;6,970955;6,36;3,29;4,74;7,2
"INFLIXIMAB";"PYREXIA";81;17,02082;4,79;3,28;3,97;4,83
"NOVOLOG";"PRODUCT QUALITY ISSUE";11;0,6337234;17,44;3,28;14,15;25,53
"SANDOSTATIN LAR DEPOT";"PROCEDURAL PAIN";12;0,7706956;15,94;3,28;12,84;22,68
"ATORVASTATIN";"HEPATITIS";12;0,7711714;15,87;3,27;12,82;22,66
"FUROSEMIDE";"HYPOTENSION";40;6,296611;6,4;3,27;4,86;7,52
"GILENYA";"DEPRESSED MOOD";61;11,6553;5,41;3,27;4,13;5,43
"IPILIMUMAB";"MALIGNANT NEOPLASM PROGRESSION";14;1,066086;13,19;3,27;10,97;18,75
"IXAZOMIB";"ANAEMIA";25;3,02326;8,31;3,27;6,76;10,81
"LENVIMA";"FATIGUE";117;27,13264;4,33;3,27;3,82;4,45
"OZEMPIC";"VOMITING";103;23,17435;4,48;3,27;3,87;4,56
"SANDOSTATIN LAR DEPOT";"DISCOMFORT";20;2,07642;9,77;3,27;8,04;13,05
"TERIFLUNOMIDE";"VISUAL IMPAIRMENT";21;2,259168;9,35;3,27;7,73;12,51
"TYMLOS";"PRODUCT USE COMPLAINT";12;0,7710649;16,04;3,27;12,83;22,66
"VELETRI";"PYREXIA";46;7,738429;5,97;3,27;4,54;6,77
"XOLAIR";"UPPER RESPIRATORY TRACT INFECTION";63;12,15963;5,35;3,27;4,12;5,35
"AMLODIPINE";"BLOOD PRESSURE INCREASED";60;11,43681;5,31;3,26;4,13;5,44
"AZTREONAM LYSINE";"INFLUENZA";39;6,071988;6,46;3,26;4,91;7,65
"GILENYA";"PARAESTHESIA";113;26,1524;4,44;3,26;3,81;4,45
"HUMALOG";"RETINOPATHY";7;0,1831763;41,73;3,26;26,99;56,46
"HUMIRA";"LIVE BIRTH";38;5,838308;8,13;3,26;4,99;7,8
"IBUPROFEN";"HAEMATEMESIS";19;1,89945;10,3;3,26;8,36;13,66
"INVOKANA";"SKIN ULCER";11;0,6344012;17,56;3,26;14,12;25,5
"OPSUMIT";"INFLUENZA";137;32,97536;4,23;3,26;3,76;4,32
"PRALUENT";"INJECTION SITE BRUISING";21;2,262941;9,4;3,26;7,7;12,48
"STELARA";"PRODUCT DOSE OMISSION";479;132,6981;3,7;3,26;3,52;3,79
"TRIKAFTA";"HAEMOPTYSIS";26;3,228444;8,29;3,26;6,53;10,46
"TRULICITY";"INJECTION SITE ERYTHEMA";44;7,27233;6,18;3,26;4,6;6,96
"VOTRIENT";"DEATH";81;17,1568;4,74;3,26;3,94;4,79
"ACTEMRA";"PULMONARY FIBROSIS";17;1,55449278447712;11,34;3,25;9,15;15,19
"BREO ELLIPTA";"EXTRA DOSE ADMINISTERED";13;0,916883;14,41;3,25;11,76;20,44
"ORENITRAM";"DIARRHOEA";60;11,45081;5,26;3,25;4,12;5,43
"PROMACTA";"DEATH";91;19,99141;4,57;3,25;3,89;4,64
"ACETYLSALICYLIC ACID";"FOETAL EXPOSURE DURING PREGNANCY";15;1,22661064851725;12,31;3,24;10,21;17,29
"ACTEMRA";"SLEEP DISORDER";41;6,57889934763766;6,35;3,24;4,72;7,3
"ARIKAYCE";"DYSPNOEA";75;15,57539;4,84;3,24;3,96;4,87
"AUBAGIO";"FALL";88;19,26003;4,61;3,24;3,88;4,64
"DIFFERIN GEL";"SKIN IRRITATION";22;2,454655;9;3,24;7,39;11,96
"DUODOPA";"DISORIENTATION";18;1,729353;10,66;3,24;8,68;14,33
"DUPIXENT";"INJECTION SITE SWELLING";70;14,23559;5,15;3,24;3,99;4,97
"ENBREL";"SURGERY";64;12,56813;5,32;3,24;4,06;5,19
"NUCYNTA";"DRUG HYPERSENSITIVITY";15;1,226693;12,26;3,24;10,21;17,29
"SAMSCA";"OFF LABEL USE";38;5,867499;6,49;3,24;4,93;7,74
"AMPYRA";"PARAESTHESIA";87;19,03784;4,66;3,23;3,87;4,64
"CERTOLIZUMAB PEGOL AUTOCLICKS";"SURGERY";9;0,3869597;23,42;3,23;18,14;34,76
"OPSUMIT";"DIARRHOEA";336;91,49709;3,73;3,23;3,54;3,86
"PREMARIN";"PRODUCT USE ISSUE";28;3,660424;7,69;3,23;6,07;9,78
"SANDOSTATIN LAR DEPOT";"CONCOMITANT DISEASE AGGRAVATED";10;0,5063661;20,36;3,23;15,79;29,31
"SOFOSBUVIR";"IMMUNEMEDIATED ADVERSE REACTION";4;0,001520658;3068,68;3,23;106,11;292,12
"XERMELO";"CONSTIPATION";26;3,244546;8,05;3,23;6,45;10,38
"DUODOPA";"URINARY TRACT INFECTION";59;11,35658;5,25;3,21;4,06;5,32
"INGREZZA";"THERAPEUTIC PRODUCT EFFECT DECREASED";45;7,649414;5,96;3,21;4,42;6,62
"LYRICA";"PRODUCT DISPENSING ERROR";45;7,640056;6,11;3,21;4,42;6,63
"ORILISSA";"PAIN";56;10,52225;5,34;3,21;4,12;5,54
"OZEMPIC";"FLATULENCE";25;3,057118;8,31;3,21;6,57;10,66
"PREGABALIN";"COMA";16;1,393618;11,66;3,21;9,56;16,08
"SANDOSTATIN";"ERYTHEMA";23;2,65911;8,67;3,21;7,04;11,45
"SANDOSTATIN LAR DEPOT";"ANXIETY";59;11,34865;5,23;3,21;4,07;5,33
"UPTRAVI";"ABDOMINAL DISTENSION";31;4,313514;7,27;3,21;5,57;8,98
"XARELTO";"LARGE INTESTINAL HAEMORRHAGE";11;0,6362781;20,23;3,21;14,04;25,42
"ACTEMRA";"INTERSTITIAL LUNG DISEASE";31;4,32399142348809;7,33;3,2;5,54;8,95
"ACTEMRA";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";68;13,8832286613646;4,97;3,2;3,95;4,92
"HUMIRA";"ANAL FISTULA";37;5,698469;8,11;3,2;4,88;7,75
"INFLECTRA";"HYPERTENSION";62;12,19676;5,14;3,2;4,02;5,15
"INFLECTRA";"INFLUENZA";72;14,98283;4,85;3,2;3,93;4,84
"METHOTREXATE TRADE NAME UNKNOWN";"LOWER RESPIRATORY TRACT INFECTION";30;4,109051;7,39;3,2;5,66;9,17
"ORENCIA";"GLOSSODYNIA";18;1,737965;10,84;3,2;8,58;14,25
"PREDNISONE";"PRODUCT USE IN UNAPPROVED INDICATION";74;15,57507;4,78;3,2;3,9;4,78
"TECFIDERA";"BLINDNESS UNILATERAL";17;1,563628;11,49;3,2;9,03;15,09
"UPTRAVI";"DIZZINESS";88;19,54825;4,53;3,2;3,83;4,57
"XELJANZ XR";"UPPER RESPIRATORY TRACT INFECTION";75;15,84426;4,91;3,2;3,9;4,77
"CABOMETYX";"HYPERTENSION";103;23,87998;4,38;3,19;3,77;4,42
"COPAXONE";"MULTIPLE SCLEROSIS RELAPSE";26;3,267762;8,06;3,19;6,32;10,29
"IXAZOMIB";"PNEUMONIA";43;7,187886;6;3,19;4,46;6,8
"OPSUMIT";"INFUSION SITE ERYTHEMA";14;1,073743;13,96;3,19;10,81;18,6
"COSENTYX";"TONSILLITIS";25;3,070228;9,27;3,18;6,49;10,6
"ELIQUIS";"THROMBOSIS";68;13,95288;5,02;3,18;3,93;4,9
"EYLEA";"VISION BLURRED";35;5,251706;6,73;3,18;5,01;8,05
"HUMIRA";"THERAPEUTIC PRODUCT EFFECT DECREASED";371;103,6212;3,95;3,18;3,46;3,77
"NICOTINE POLACRILEX";"ORAL DISCOMFORT";6;0,103874;58,77;3,18;36,25;81
"WELLBUTRIN";"RHEUMATOID ARTHRITIS";12;0,7765263;15,5;3,18;12,65;22,5
"AMPYRA";"BLADDER DISORDER";16;1,399924;12,15;3,17;9,46;15,99
"AMPYRA";"DEPRESSION";112;26,69491;4,27;3,17;3,71;4,33
"BLINATUMOMAB";"PRECURSOR BLYMPHOBLASTIC LYMPHOMA RECURRENT";4;0,001538037;7800,15;3,17;105,98;291,92
"DEXTROAMPHET SACCHARAT AMPHET ASPARTATE DEXTROAMPHET SULFATE AND AMPHET SULFAT";"ANXIETY";35;5,264041;6,68;3,17;4,98;8,02
"GILENYA";"PRODUCT DOSE OMISSION";385;108,1132;3,63;3,17;3,45;3,75
"METHOTREXATE TRADE NAME UNKNOWN";"OROPHARYNGEAL PAIN";35;5,263106;6,72;3,17;4,99;8,02
"OPSUMIT";"BLOOD POTASSIUM DECREASED";29;3,91889;7,67;3,17;5,71;9,34
"OXBRYTA";"HEADACHE";45;7,740849;5,83;3,17;4,33;6,46
"PULMOZYME";"PNEUMONIA";35;5,26172;6,67;3,17;4,99;8,03
"RITUXIMAB";"PANCYTOPENIA";25;3,078538;8,28;3,17;6,44;10,56
"UPTRAVI";"PAIN";116;27,8016;4,2;3,17;3,71;4,31
"XELJANZ XR";"PAIN";517;147,883;3,58;3,17;3,42;3,67
"ACLASTA";"DEATH";31;4,36379573650905;7,11;3,16;5,4;8,83
"OPSUMIT";"ASPARTATE AMINOTRANSFERASE INCREASED";36;5,515879;6,73;3,16;4,86;7,8
"PREMARIN";"PRODUCT USE IN UNAPPROVED INDICATION";43;7,258284;5,95;3,16;4,38;6,67
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SKIN INJURY";34;5,043947;10,17;3,16;5,05;8,19
"SANDOSTATIN LAR DEPOT";"INFLUENZA";52;9,633695;5,44;3,16;4,1;5,63
"VOTRIENT";"HAIR COLOUR CHANGES";12;0,7774473;15,66;3,16;12,62;22,47
"COSENTYX";"INJECTION SITE BRUISING";104;24,5115;4,49;3,15;3,71;4,36
"DIACOMIT";"PRODUCT USE IN UNAPPROVED INDICATION";19;1,927982;9,87;3,15;8,06;13,42
"INFLIXIMAB";"INCORRECT DOSE ADMINISTERED";57;11,02388;5,21;3,15;4,01;5,24
"INFLIXIMAB";"MALAISE";120;29,21547;4,13;3,15;3,67;4,26
"LYRICA";"NERVOUSNESS";48;8,605793;5,77;3,15;4,17;5,97
"METHOTREXATE TRADE NAME UNKNOWN";"GRIP STRENGTH DECREASED";9;0,3885129;24,19;3,15;18,01;34,62
"OTEZLA";"NAUSEA";816;240,8657;3,5;3,15;3,34;3,54
"PROTONIX";"REBOUND ACID HYPERSECRETION";10;0,5086949;19,97;3,15;15,65;29,17
"RITUXIMAB";"THROMBOCYTOPENIA";41;6,755535;6,15;3,15;4,48;6,94
"SANDOSTATIN LAR DEPOT";"ARTHRITIS";28;3,716536;7,61;3,15;5,82;9,57
"SANDOSTATIN LAR DEPOT";"HAEMOGLOBIN DECREASED";29;3,933095;7,45;3,15;5,65;9,29
"TRAMADOL";"TOXICITY TO VARIOUS AGENTS";29;3,929085;7,42;3,15;5,67;9,31
"ACETAMINOPHEN";"MEDICATION ERROR";13;0,925715849819802;14,26;3,14;11,53;20,23
"ACTEMRA";"SEPTIC SHOCK";28;3,72363558948313;7,7;3,14;5,79;9,54
"CIPROFLOXACIN";"DRUG HYPERSENSITIVITY";52;9,697333;5,4;3,14;4,07;5,55
"CIPROFLOXACIN";"MUSCULAR WEAKNESS";30;4,1553;7,29;3,14;5,49;9,03
"COSENTYX";"ARTHRITIS";153;39,15799;4,11;3,14;3,59;4,09
"METHOTREXATE";"HEPATOCELLULAR INJURY";25;3,096573;8,3;3,14;6,34;10,48
"OPSUMIT";"GASTROOESOPHAGEAL REFLUX DISEASE";52;9,701842;5,49;3,14;4,07;5,54
"TRAVATAN Z";"EYE IRRITATION";8;0,2796751;28,75;3,14;21,42;42,81
"UPTRAVI";"BLOOD PRESSURE DECREASED";23;2,689434;8,67;3,14;6,83;11,28
"XARELTO";"ACUTE KIDNEY INJURY";192;50,67248;3,89;3,14;3,54;3,98
"XYREM";"EXPOSURE DURING PREGNANCY";29;3,940607;7,51;3,14;5,62;9,26
"GILENYA";"SENSORY DISTURBANCE";21;2,304588;9,73;3,13;7,35;12,21
"ORKAMBI";"PSEUDOMONAS INFECTION";7;0,1839996;39,26;3,13;26,79;56,23
"SALBUTAMOL";"PNEUMONIA";40;6,553661;6,12;3,13;4,47;6,99
"XELJANZ XR";"INFLUENZA";215;57,81531;3,82;3,13;3,51;3,92
"ABILIFY";"WEIGHT INCREASED";18;1,75408133783158;10,29;3,12;8,39;14,09
"BREO ELLIPTA";"PRODUCT DOSE OMISSION";76;16,6212;4,59;3,12;3,79;4,6
"INFLECTRA";"MUCOUS STOOLS";8;0,2798445;30,69;3,12;21,39;42,79
"MAVYRET";"THERAPY CESSATION";37;5,832654;6,4;3,12;4,63;7,43
"NEULASTA";"INCORRECT DOSE ADMINISTERED BY DEVICE";23;2,695944;8,82;3,12;6,78;11,24
"TACROLIMUS";"DRUG INTERACTION";48;8,673736;5,59;3,12;4,13;5,86
"UPTRAVI";"ARTHRALGIA";83;18,64279;4,48;3,12;3,76;4,51
"XELJANZ XR";"MALAISE";484;140,4578;3,53;3,12;3,36;3,62
"XIAFLEX";"DRUG INEFFECTIVE";83;18,61952;4,46;3,12;3,76;4,51
"ABATACEPT";"LIMB INJURY";20;2,12290393568051;9,64;3,11;7,61;12,72
"ABATACEPT";"PRODUCTIVE COUGH";35;5,35831702246447;6,63;3,11;4,77;7,78
"AIMOVIG";"INJECTION SITE PAIN";125;31,1951243355267;4,07;3,11;3,6;4,17
"DUODOPA";"WEIGHT INCREASED";62;12,66961;4,94;3,11;3,87;4,86
"INFLECTRA";"BOWEL MOVEMENT IRREGULARITY";11;0,6414136;17,87;3,11;13,82;25,21
"INFLECTRA";"HEADACHE";154;39,75031;3,9;3,11;3,56;4,05
"OPSUMIT";"SINUSITIS";84;18,984;4,51;3,11;3,74;4,48
"OXYCONTIN";"HOSPITALISATION";19;1,938227;9,84;3,11;7,96;13,34
"QUETIAPINE";"BRADYPHRENIA";9;0,3893232;24,25;3,11;17,94;34,54
"UPTRAVI";"ANAEMIA";46;8,170705;5,68;3,11;4,16;6,04
"XTANDI";"DEATH";47;8,46651;5,56;3,11;4,11;5,88
"COSENTYX";"SKIN FISSURES";49;9,042913;5,86;3,1;4,05;5,61
"DUODOPA";"FEMUR FRACTURE";15;1,24405;12,4;3,1;9,9;17,02
"ELIQUIS";"DEATH";453;131,6971;3,51;3,1;3,35;3,62
"HETLIOZ";"SOMNOLENCE";30;4,198007;7,19;3,1;5,34;8,88
"OPSUMIT";"CHRONIC OBSTRUCTIVE PULMONARY DISEASE";41;6,883948;6,12;3,1;4,33;6,68
"OPSUMIT";"HAEMATOCRIT DECREASED";26;3,324789;8,12;3,1;6,02;10,04
"OTEZLA";"ADVERSE DRUG REACTION";114;28,00102;4,25;3,1;3,62;4,22
"RESTASIS";"PRODUCT DOSE OMISSION";117;28,83823;4,08;3,1;3,62;4,2
"TYVASO";"FLUID OVERLOAD";9;0,3896187;23,58;3,1;17,91;34,52
"VENCLEXTA";"OFF LABEL USE";213;57,77593;3,71;3,1;3,48;3,88
"XOLAIR";"PNEUMONIA";283;79,30164;3,64;3,1;3,42;3,76
"ZEJULA";"NAUSEA";49;9,059451;5,42;3,1;4,04;5,59
"MAKENA";"PRODUCT DOSE OMISSION";149;38,61186;3,89;3,09;3,54;4,04
"OCRELIZUMAB";"URINARY TRACT INFECTION";18;1,762573;10,25;3,09;8,29;14,01
"ABATACEPT";"PNEUMONIA";117;29,0569117171055;4,06;3,08;3,59;4,17
"AVXS101";"TROPONIN I INCREASED";4;0,001564106;2876,92;3,08;105,79;291,61
"DUPIXENT";"DISCOMFORT";70;15,10432;4,84;3,08;3,78;4,63
"HUMIRA";"FOOD INTOLERANCE";32;4,684631;8,66;3,08;5;8,32
"NINLARO";"DIARRHOEA";77;17,21269;4,49;3,08;3,73;4,5
"TRIKAFTA";"RHINORRHOEA";45;8,008481;5,73;3,08;4,11;5,99
"VELETRI";"ASTHENIA";43;7,451955;5,8;3,08;4,2;6,3
